id,x,y,z,dist_xy
R1_start,-4.5156205923751855,-11.876894946771785,-1.888502309056573,0.009126178235425863
R1_3m,-4.175620592375182,-8.906894946771786,-2.028502309056573,0.0017140870556620381
R1_6m,-3.8356205923751783,-5.926894946771768,-1.9585023090565727,0.002352446438971629
R1_9m,-3.495620592375189,-2.9468949467717778,-1.9985023090565728,0.0029952558951538743
R1_12m,-3.155620592375186,0.033105053228212,-1.9985023090565728,0.0036397915871501704
R1_15m,-2.8156205923751827,3.01310505322823,-1.9285023090565727,0.004286495609662779
R1_18m,-2.4756205923751797,5.99310505322822,-2.008502309056573,0.004933952414205646
R1_21m,-2.13562059237519,9.00310505322821,-1.9785023090565728,0.024774196292358514
R1_24m,-1.795620592375187,11.96310505322822,-2.0485023090565733,0.004522861330829256
R1_27m,-1.425620592375182,15.083105053228223,-1.9685023090565728,0.14613956648231452
R1_30m,-1.0956205923751838,18.04310505322823,-2.0485023090565733,0.124097895388395
R1_33m,-0.7556205923751804,20.933105053228218,-1.9785023090565728,0.036672973271343896
R1_36m,-0.395620592375181,23.97310505322824,-1.9185023090565727,0.09891018952496566
R1_39m,-0.0556205923751917,26.453105053228228,-2.058502309056573,0.4107470849287286
R1_42m,0.374379407624815,30.113105053228225,-2.018502309056573,0.29868681396090424
R1_end,0.5743794076248179,32.67310505322823,-2.058502309056573,0.040899655333048804
R2_start,-2.9856205923751844,-11.97689494677178,-1.9585023090565727,0.013989245036403575
R2_3m,-2.655620592375186,-8.976894946771779,-1.9285023090565727,0.03348950035933235
R2_6m,-2.305620592375192,-6.02689494677179,-2.008502309056573,0.00631207890615127
R2_9m,-1.9656205923751884,-3.046894946771772,-2.018502309056573,0.0049155514665558285
R2_12m,-1.625620592375185,-0.0668949467717823,-2.028502309056573,0.004756639487812032
R2_15m,-1.2856205923751816,2.923105053228227,-2.008502309056573,0.004695393783066236
R2_18m,-0.9456205923751924,5.9031050532282165,-1.9385023090565727,0.0054519563254389605
R2_21m,-0.6156205923751799,8.883105053228235,-2.038502309056573,0.004057505895271209
R2_24m,-0.2756205923751906,11.853105053228234,-1.9485023090565727,0.008552104449905385
R2_27m,0.0443794076248167,14.883105053228237,-1.9085023090565727,0.04446236424726017
R2_30m,0.4043794076248161,17.903105053228217,-2.028502309056573,0.0796878336052693
R2_33m,0.8843794076248201,20.823105053228232,-2.058502309056573,0.1478600150996271
R2_36m,1.074379407624818,23.75310505322821,-1.9285023090565727,0.032339743567173646
R2_39m,1.5043794076248105,27.073105053228232,-2.008502309056573,0.3201172101069368
R2_42m,1.5543794076248076,29.98310505322823,-2.068502309056573,0.3065140143995093
R2_end,1.954379407624813,31.643105053228226,-1.9685023090565728,0.010658232129400548
