id,x,y,z,dist_xy
R1_start,-4.503673385786442,-11.880326330516056,-1.8861015042634108,0.012668177254672501
R1_3m,-4.153673385786448,-8.900326330516066,-2.0261015042634107,0.02175385884012043
R1_6m,-3.823673385786449,-5.910326330516057,-1.9061015042634104,0.018131484634553267
R1_9m,-3.483673385786446,-2.940326330516058,-1.996101504263411,0.011473540814061474
R1_12m,-3.153673385786448,0.0396736694839319,-2.0061015042634107,0.003231541751087576
R1_15m,-2.813673385786444,3.01967366948395,-1.9861015042634107,0.0025830542577347597
R1_18m,-2.473673385786455,5.989673669483949,-2.0461015042634108,0.008100121408266783
R1_21m,-2.1436733857864425,8.969673669483939,-1.9161015042634109,0.01314445699779861
R1_24m,-1.783673385786443,11.959673669483948,-2.0461015042634108,0.010020761208476718
R1_27m,-1.4136733857864527,15.129673669483935,-1.956101504263411,0.194153061802649
R1_30m,-1.0836733857864544,18.089673669483943,-2.0461015042634108,0.17197319767605165
R1_33m,-0.6636733857864527,20.899673669483946,-2.076101504263411,0.109509559508578
R1_36m,-0.3636733857864413,24.03967366948393,-1.9361015042634109,0.1726722940575194
R1_39m,-0.0436733857864481,26.679673669483947,-2.0661015042634108,0.1889966668401186
R1_42m,0.3963266142135495,30.12967366948393,-2.016101504263411,0.32327173534581405
R1_end,0.5863266142135473,32.67967366948395,-2.0661015042634108,0.036146772418015005
R2_start,-2.9336733857864488,-11.800326330516045,-1.9361015042634109,0.19021724575335688
R2_3m,-2.6236733857864465,-9.03032633051606,-1.996101504263411,0.02880490197586094
R2_6m,-2.293673385786448,-6.00032633051606,-1.996101504263411,0.024586051734297246
R2_9m,-1.96367338578645,-3.040326330516052,-1.996101504263411,0.0030715583197482325
R2_12m,-1.6236733857864465,-0.0603263305160624,-1.996101504263411,0.0022457948328470905
R2_15m,-1.283673385786443,2.919673669483956,-1.976101504263411,0.0038457488673853558
R2_18m,-0.9536733857864448,5.899673669483946,-2.036101504263411,0.003781634038289331
R2_21m,-0.6036733857864505,8.879673669483935,-2.0461015042634108,0.008758468154802504
R2_24m,-0.2736733857864522,11.859673669483954,-1.9461015042634109,0.0022805332857254623
R2_27m,0.0663266142135512,14.879673669483935,-1.9061015042634104,0.037279324095815594
R2_30m,0.4263266142135506,17.939673669483938,-2.036101504263411,0.11905256935040437
R2_33m,0.8963266142135495,20.839673669483943,-2.0561015042634105,0.16248654864617465
R2_36m,1.0963266142135524,23.77967366948394,-1.9361015042634109,0.021883364968763145
R2_39m,1.516326614213554,27.059673669483946,-2.0061015042634107,0.31104454247392105
R2_42m,1.5763266142135564,30.03967366948393,-2.0661015042634108,0.34015976582354596
R2_end,1.966326614213557,31.639673669483955,-1.956101504263411,0.004525156462009017
